I,U,delme
0.00000E+0,0.00000E+0,5.83000E-5
0.00000E+0,0.00000E+0,5.93000E-5
0.00000E+0,-8.34677E-8,5.93000E-5
0.00000E+0,-9.25276E-8,5.98000E-5
0.00000E+0,-1.14674E-7,5.96000E-5
0.00000E+0,-9.75610E-8,5.96000E-5
0.00000E+0,-1.25837E-8,5.37000E-5
0.00000E+0,5.02779E-10,5.98000E-5
0.00000E+0,2.41592E-8,5.36000E-5
0.00000E+0,1.50950E-9,5.92000E-5
0.00000E+0,-3.02044E-9,5.85000E-5
0.00000E+0,-1.00754E-9,5.84000E-5
2.85000E-1,5.53553E-9,6.06900E-4
5.70000E-1,6.03886E-9,1.37380E-3
8.55000E-1,3.52241E-9,2.11420E-3
1.14000E+0,-1.51040E-9,2.79940E-3
1.42500E+0,2.51621E-9,3.45180E-3
1.71000E+0,1.50994E-8,3.89110E-3
1.99500E+0,8.05283E-9,4.13860E-3
2.28000E+0,1.61065E-8,9.83900E-4
2.56500E+0,-3.01995E-9,2.53200E-4
2.85000E+0,-5.03373E-10,2.77400E-4
3.13500E+0,5.03281E-10,3.01200E-4
3.42000E+0,2.01331E-8,3.23800E-4
3.70500E+0,1.35901E-8,3.46500E-4
3.99000E+0,1.00668E-8,3.67900E-4
4.27500E+0,-4.53032E-9,3.88900E-4
4.56000E+0,-3.02034E-9,4.10300E-4
4.84500E+0,-1.10734E-8,4.31600E-4
5.13000E+0,-1.10734E-8,4.53100E-4
5.41500E+0,7.54908E-9,4.74100E-4
5.70000E+0,2.01249E-9,4.94800E-4
5.98500E+0,-1.00673E-8,5.16100E-4
6.27000E+0,-5.03395E-9,5.37100E-4
6.55500E+0,5.53590E-9,5.58000E-4
6.84000E+0,-9.56388E-9,5.79100E-4
7.12500E+0,-5.03394E-9,6.00400E-4
7.41000E+0,-1.35900E-8,6.22500E-4
7.69500E+0,1.76162E-8,6.44300E-4
7.98000E+0,5.03332E-10,6.65200E-4
8.26500E+0,-1.45965E-8,6.86500E-4
8.55000E+0,-3.02017E-9,7.08600E-4
8.83500E+0,-2.51685E-9,7.31000E-4
9.12000E+0,-1.93734E-13,7.53500E-4
9.40500E+0,3.52265E-9,7.75300E-4
9.69000E+0,-1.40938E-8,7.98000E-4
9.97500E+0,-9.06063E-9,8.20500E-4
1.02600E+1,-6.04068E-9,8.43600E-4
1.05450E+1,-8.55705E-9,8.66300E-4
1.08300E+1,-1.86236E-8,8.88600E-4
1.11150E+1,-1.00735E-9,9.12200E-4
1.14000E+1,-1.35905E-8,9.35300E-4
1.16850E+1,4.52929E-9,9.59100E-4
1.19700E+1,8.55595E-9,9.82300E-4
1.22550E+1,-1.20804E-8,1.00570E-3
1.25400E+1,-1.15771E-8,1.02990E-3
1.28250E+1,2.51602E-9,1.05440E-3
1.31100E+1,-1.00670E-8,1.07910E-3
1.33950E+1,6.03941E-9,1.10280E-3
1.36800E+1,6.54296E-9,1.12750E-3
1.39650E+1,5.53630E-9,1.15190E-3
1.42500E+1,-3.52366E-9,1.17640E-3
1.45350E+1,-4.02699E-9,1.20110E-3
1.48200E+1,-5.30403E-13,1.22520E-3
1.51050E+1,8.55652E-9,1.25070E-3
1.53900E+1,9.56317E-9,1.27660E-3
1.56750E+1,-8.55654E-9,1.30180E-3
1.59600E+1,1.25832E-8,1.32750E-3
1.62450E+1,3.02017E-9,1.35240E-3
1.65300E+1,1.15767E-8,1.37840E-3
1.68150E+1,-7.54937E-9,1.40310E-3
1.71000E+1,1.35904E-8,1.42960E-3
1.73850E+1,3.02014E-9,1.45690E-3
1.76700E+1,-3.02000E-9,1.48530E-3
1.79550E+1,-9.05993E-9,1.51240E-3
1.82400E+1,-7.55000E-9,1.53810E-3
1.85250E+1,-6.54334E-9,1.56460E-3
1.88100E+1,6.03991E-9,1.59080E-3
1.90950E+1,-1.10732E-8,1.61870E-3
1.93800E+1,5.53638E-9,1.65010E-3
1.96650E+1,-1.35900E-8,1.67720E-3
1.99500E+1,-9.05995E-9,1.70560E-3
2.02350E+1,-2.16434E-8,1.73480E-3
2.05200E+1,-2.46634E-8,1.76460E-3
2.08050E+1,-1.20803E-8,1.79500E-3
2.10900E+1,-2.06369E-8,1.82330E-3
2.13750E+1,-2.36569E-8,1.85150E-3
2.16600E+1,-1.71136E-8,1.87910E-3
2.19450E+1,-3.47302E-8,1.90870E-3
2.22300E+1,-1.10738E-8,1.93650E-3
2.25150E+1,-2.01334E-8,1.96480E-3
2.28000E+1,-3.02000E-8,1.99240E-3
2.30850E+1,-2.51745E-9,2.01940E-3
2.33700E+1,-1.45974E-8,2.04680E-3
2.36550E+1,-2.61739E-8,2.07470E-3
2.39400E+1,-2.41602E-8,2.10180E-3
2.42250E+1,-1.51003E-8,2.12970E-3
2.45100E+1,-1.76170E-8,2.15820E-3
2.47950E+1,-3.17101E-8,2.18760E-3
2.50800E+1,-1.20801E-8,2.21530E-3
2.53650E+1,-2.16433E-8,2.24250E-3
2.56500E+1,-2.16432E-8,2.27100E-3
2.59350E+1,-3.12068E-8,2.29970E-3
2.62200E+1,-2.56702E-8,2.32950E-3
2.65050E+1,-2.11403E-8,2.35810E-3
2.67900E+1,-2.71802E-8,2.38690E-3
2.70750E+1,-9.06036E-9,2.41490E-3
2.73600E+1,-2.31535E-8,2.44320E-3
2.76450E+1,-1.81203E-8,2.47210E-3
2.79300E+1,-2.16436E-8,2.50140E-3
2.82150E+1,-2.26503E-8,2.52990E-3
2.85000E+1,-2.41603E-8,2.55880E-3
2.87850E+1,-2.11404E-8,2.58760E-3
2.90700E+1,-2.51669E-8,2.61740E-3
2.93550E+1,-2.56702E-8,2.64670E-3
2.96400E+1,-1.56034E-8,2.67480E-3
2.99250E+1,-1.66101E-8,2.70380E-3
3.02100E+1,-4.07697E-8,2.73250E-3
3.04950E+1,-2.11400E-8,2.76170E-3
3.07800E+1,-3.01997E-8,2.79110E-3
3.10650E+1,-2.71798E-8,2.82010E-3
3.13500E+1,-1.76167E-8,2.84970E-3
3.16350E+1,-2.66766E-8,2.87910E-3
3.19200E+1,-1.05701E-8,2.90930E-3
3.22050E+1,-1.10731E-8,2.93880E-3
3.24900E+1,-2.06363E-8,2.96780E-3
3.27750E+1,-2.06369E-8,2.99800E-3
3.30600E+1,-2.31535E-8,3.02810E-3
3.33450E+1,-1.56037E-8,3.05790E-3
3.36300E+1,-1.20804E-8,3.08810E-3
3.39150E+1,-1.51004E-8,3.11620E-3
3.42000E+1,-1.71137E-8,3.14620E-3
3.44850E+1,-2.11402E-8,3.17540E-3
3.47700E+1,-1.76166E-8,3.20350E-3
3.50550E+1,-2.81865E-8,3.23120E-3
3.53400E+1,-2.91933E-8,3.25840E-3
3.56250E+1,-2.01334E-8,3.28670E-3
3.59100E+1,-2.01337E-8,3.31550E-3
3.61950E+1,-1.51005E-8,3.34470E-3
3.64800E+1,-1.86242E-8,3.37260E-3
3.67650E+1,-6.54440E-9,3.40060E-3
3.70500E+1,-3.02008E-8,3.42910E-3
3.73350E+1,-1.15779E-8,3.45710E-3
3.76200E+1,-1.66111E-8,3.48630E-3
3.79050E+1,-4.53093E-9,3.51360E-3
3.81900E+1,-4.02760E-9,3.54110E-3
3.84750E+1,7.54940E-9,3.56910E-3
3.87600E+1,1.00660E-8,3.59680E-3
3.90450E+1,7.04607E-9,3.62490E-3
3.93300E+1,-1.30870E-8,3.65240E-3
3.96150E+1,-9.06044E-9,3.68040E-3
3.99000E+1,-3.52385E-9,3.70820E-3
4.01850E+1,-1.00672E-8,3.73600E-3
4.04700E+1,3.52221E-9,3.76420E-3
4.07550E+1,4.02553E-9,3.79170E-3
4.10400E+1,-9.70395E-13,3.81920E-3
4.13250E+1,-1.00762E-9,3.84720E-3
4.16100E+1,-1.45971E-8,3.87480E-3
4.18950E+1,6.03933E-9,3.90240E-3
4.21800E+1,1.00661E-8,3.93080E-3
4.24650E+1,3.01952E-9,3.95990E-3
4.27500E+1,-7.04676E-9,3.98940E-3
4.30350E+1,9.56286E-9,4.01810E-3
4.33200E+1,-5.03361E-9,4.04550E-3
4.36050E+1,-7.55037E-9,4.07400E-3
4.38900E+1,4.52947E-9,4.10180E-3
4.41750E+1,-1.71136E-8,4.13080E-3
4.44600E+1,9.05934E-9,4.15920E-3
4.47450E+1,-4.53073E-9,4.18710E-3
4.50300E+1,-7.55068E-9,4.21680E-3
4.53150E+1,1.50940E-9,4.24530E-3
4.56000E+1,1.50940E-9,4.27350E-3
4.58850E+1,-1.51001E-8,4.30130E-3
4.61700E+1,-6.54376E-9,4.32900E-3
4.64550E+1,-5.53711E-9,4.35820E-3
4.67400E+1,-1.15768E-8,4.38770E-3
4.70250E+1,5.03048E-10,4.41830E-3
4.73100E+1,-1.66098E-8,4.44700E-3
4.75950E+1,2.01335E-9,4.47610E-3
4.78800E+1,2.01329E-8,4.50450E-3
4.81650E+1,-5.03347E-9,4.53240E-3
4.84500E+1,-1.61066E-8,4.56220E-3
4.87350E+1,-5.03754E-10,4.59080E-3
4.90200E+1,-1.00670E-8,4.61990E-3
4.93050E+1,-1.20804E-8,4.64870E-3
4.95900E+1,-1.00671E-8,4.67650E-3
4.98750E+1,-9.56385E-9,4.70560E-3
5.01600E+1,5.02672E-10,4.73520E-3
5.04450E+1,-1.71135E-8,4.76910E-3
5.07300E+1,-6.54367E-9,4.80350E-3
5.10150E+1,-1.76168E-8,4.83630E-3
5.13000E+1,-1.10740E-8,4.86950E-3
5.15850E+1,-2.41605E-8,4.90460E-3
5.18700E+1,-2.01428E-9,4.93980E-3
5.21550E+1,-2.11407E-8,4.97480E-3
5.24400E+1,-1.81205E-8,5.01020E-3
5.27250E+1,-7.47341E-13,5.04640E-3
5.30100E+1,-3.02051E-9,5.08030E-3
5.32950E+1,-5.53714E-9,5.11180E-3
5.35800E+1,-2.01332E-8,5.14390E-3
5.38650E+1,-1.78083E-13,5.17440E-3
5.41500E+1,-1.66095E-8,5.20550E-3
5.44350E+1,-1.66097E-8,5.23580E-3
5.47200E+1,-2.46629E-8,5.26630E-3
5.50050E+1,-1.00663E-8,5.29790E-3
5.52900E+1,-3.17093E-8,5.32840E-3
5.55750E+1,-1.66095E-8,5.35760E-3
5.58600E+1,-5.03041E-10,5.38850E-3
5.61450E+1,-1.45965E-8,5.41880E-3
5.64300E+1,5.03309E-10,5.44960E-3
5.67150E+1,-2.01333E-8,5.48010E-3
5.70000E+1,5.53652E-9,5.51110E-3
5.72850E+1,-9.56328E-9,5.54220E-3
5.75700E+1,-2.51681E-9,5.57360E-3
5.78550E+1,-1.86233E-8,5.60530E-3
5.81400E+1,-1.15768E-8,5.63570E-3
5.84250E+1,-4.53022E-9,5.66600E-3
5.87100E+1,-8.55671E-9,5.69680E-3
5.89950E+1,3.52314E-9,5.72780E-3
5.92800E+1,-1.51037E-9,5.75910E-3
5.95650E+1,3.01964E-9,5.78940E-3
5.98500E+1,-4.53026E-9,5.82030E-3
6.01350E+1,-1.35901E-8,5.85110E-3
6.04200E+1,-4.53018E-9,5.88090E-3
6.07050E+1,-1.00708E-9,5.91060E-3
6.09900E+1,-7.04700E-9,5.93990E-3
6.12750E+1,-3.02044E-9,5.97120E-3
6.15600E+1,-2.51712E-9,6.00310E-3
6.18450E+1,-9.56379E-9,6.03370E-3
6.21300E+1,2.51593E-9,6.06490E-3
6.24150E+1,4.02591E-9,6.09460E-3
6.27000E+1,-4.02719E-9,6.12650E-3
6.29850E+1,-1.25837E-8,6.15870E-3
6.32700E+1,1.20792E-8,6.18970E-3
6.35550E+1,8.05258E-9,6.22100E-3
6.38400E+1,-2.51752E-9,6.25120E-3
6.41250E+1,1.30856E-8,6.28200E-3
6.44100E+1,1.86222E-8,6.31300E-3
6.46950E+1,9.05905E-9,6.34370E-3
6.49800E+1,7.04568E-9,6.37390E-3
6.52650E+1,2.51658E-8,6.40480E-3
6.55500E+1,3.72456E-8,6.43590E-3
6.58350E+1,4.17759E-8,6.46780E-3
6.61200E+1,2.66761E-8,6.50000E-3
6.64050E+1,3.47293E-8,6.53260E-3
6.66900E+1,4.58025E-8,6.56520E-3
6.69750E+1,6.44259E-8,6.59800E-3
6.72600E+1,6.84525E-8,6.63000E-3
6.75450E+1,7.34854E-8,6.66170E-3
6.78300E+1,7.70091E-8,6.69410E-3
6.81150E+1,1.14759E-7,6.72620E-3
6.84000E+1,1.28852E-7,6.75830E-3
6.86850E+1,1.53515E-7,6.79080E-3
6.89700E+1,1.64085E-7,6.82410E-3
6.92550E+1,1.94284E-7,6.85650E-3
6.95400E+1,2.19451E-7,6.88920E-3
6.96540E+1,2.45120E-7,6.90290E-3
6.97680E+1,2.47636E-7,6.91600E-3
6.98820E+1,2.74313E-7,6.92870E-3
6.99960E+1,2.94949E-7,6.94090E-3
7.01100E+1,2.89412E-7,6.95440E-3
7.02240E+1,3.16592E-7,6.96780E-3
7.03380E+1,3.26658E-7,6.98100E-3
7.04520E+1,3.52328E-7,6.99280E-3
7.05660E+1,3.64911E-7,7.00650E-3
7.06800E+1,3.88568E-7,7.02010E-3
7.07940E+1,4.26820E-7,7.03440E-3
7.09080E+1,4.26317E-7,7.04780E-3
7.10220E+1,4.51987E-7,7.06100E-3
7.11360E+1,4.68094E-7,7.07380E-3
7.12500E+1,4.90240E-7,7.08680E-3
7.13640E+1,5.41579E-7,7.09930E-3
7.14780E+1,5.54665E-7,7.11260E-3
7.15920E+1,5.79329E-7,7.12710E-3
7.17060E+1,6.26642E-7,7.14100E-3
7.18200E+1,6.48788E-7,7.15470E-3
7.19340E+1,6.76471E-7,7.16840E-3
7.20480E+1,7.19254E-7,7.18290E-3
7.21620E+1,7.52977E-7,7.19790E-3
7.22760E+1,7.96263E-7,7.21290E-3
7.23900E+1,8.39549E-7,7.22710E-3
7.25040E+1,8.55152E-7,7.24110E-3
7.26180E+1,9.24109E-7,7.25630E-3
7.27320E+1,9.60852E-7,7.27010E-3
7.28460E+1,9.92560E-7,7.28470E-3
7.29600E+1,1.04038E-6,7.29900E-3
7.30740E+1,1.09423E-6,7.31400E-3
7.31880E+1,1.15362E-6,7.32770E-3
7.33020E+1,1.20396E-6,7.34230E-3
7.34160E+1,1.26687E-6,7.35710E-3
7.35300E+1,1.32727E-6,7.37210E-3
7.36440E+1,1.40730E-6,7.38820E-3
7.37580E+1,1.46669E-6,7.40290E-3
7.38720E+1,1.53263E-6,7.41810E-3
7.39290E+1,1.57894E-6,7.42620E-3
7.39860E+1,1.58447E-6,7.43400E-3
7.40430E+1,1.65645E-6,7.44110E-3
7.41000E+1,1.64890E-6,7.44910E-3
7.41570E+1,1.71886E-6,7.45690E-3
7.42140E+1,1.75158E-6,7.46510E-3
7.42710E+1,1.79486E-6,7.47400E-3
7.43280E+1,1.80745E-6,7.48110E-3
7.43850E+1,1.86030E-6,7.48850E-3
7.44420E+1,1.91466E-6,7.49540E-3
7.44990E+1,1.92976E-6,7.50220E-3
7.45560E+1,1.97153E-6,7.50920E-3
7.46130E+1,2.03143E-6,7.51780E-3
7.46700E+1,2.08528E-6,7.52620E-3
7.46075E+1,2.01985E-6,7.51900E-3
7.45450E+1,1.96700E-6,7.51040E-3
7.44825E+1,1.89704E-6,7.50130E-3
7.44200E+1,1.85476E-6,7.49370E-3
7.43575E+1,1.84066E-6,7.48540E-3
7.42950E+1,1.78832E-6,7.47580E-3
7.42325E+1,1.74453E-6,7.46810E-3
7.41700E+1,1.71131E-6,7.45980E-3
7.41075E+1,1.66047E-6,7.45120E-3
7.40450E+1,1.62121E-6,7.44340E-3
7.39825E+1,1.57642E-6,7.43660E-3
7.39200E+1,1.52407E-6,7.42760E-3
7.38575E+1,1.50847E-6,7.41930E-3
7.37950E+1,1.46720E-6,7.41070E-3
7.37325E+1,1.41435E-6,7.40310E-3
7.36700E+1,1.38817E-6,7.39470E-3
7.36075E+1,1.33482E-6,7.38590E-3
7.35450E+1,1.31872E-6,7.37940E-3
7.34825E+1,1.26436E-6,7.37160E-3
7.34200E+1,1.24221E-6,7.36350E-3
7.33575E+1,1.20748E-6,7.35570E-3
7.32950E+1,1.18080E-6,7.34840E-3
7.32325E+1,1.14960E-6,7.34030E-3
7.31700E+1,1.09574E-6,7.33230E-3
7.31075E+1,1.07460E-6,7.32350E-3
7.30450E+1,1.06152E-6,7.31440E-3
7.29825E+1,1.04038E-6,7.30590E-3
7.29200E+1,1.02729E-6,7.29600E-3
7.28575E+1,9.75951E-7,7.28810E-3
7.27950E+1,9.45247E-7,7.27830E-3
7.27325E+1,9.43738E-7,7.26960E-3
7.26700E+1,9.03975E-7,7.25890E-3
7.26075E+1,8.70755E-7,7.25040E-3
7.25450E+1,8.48105E-7,7.24210E-3
7.24825E+1,8.25455E-7,7.23370E-3
7.24200E+1,8.03309E-7,7.22620E-3
7.23575E+1,8.07839E-7,7.21750E-3
7.22950E+1,7.67572E-7,7.20840E-3
7.22325E+1,7.41902E-7,7.19890E-3
7.21700E+1,7.36365E-7,7.18930E-3
7.21075E+1,7.05663E-7,7.18090E-3
7.20450E+1,6.85026E-7,7.17250E-3
7.19825E+1,6.63887E-7,7.16360E-3
7.19200E+1,6.42747E-7,7.15590E-3
7.18575E+1,6.16574E-7,7.14760E-3
7.17950E+1,6.03991E-7,7.13990E-3
7.17325E+1,5.87885E-7,7.13160E-3
7.16700E+1,5.64228E-7,7.12380E-3
7.16075E+1,5.65738E-7,7.11590E-3
7.15450E+1,5.60202E-7,7.10770E-3
7.14825E+1,5.37552E-7,7.09960E-3
7.14200E+1,5.28492E-7,7.09150E-3
7.13575E+1,5.04836E-7,7.08330E-3
7.12950E+1,4.90240E-7,7.07550E-3
7.12325E+1,4.70611E-7,7.06690E-3
7.11700E+1,4.48968E-7,7.05840E-3
7.11075E+1,4.37894E-7,7.05090E-3
7.10450E+1,4.21284E-7,7.04410E-3
7.09825E+1,4.13231E-7,7.03660E-3
7.09200E+1,4.03667E-7,7.02820E-3
7.08575E+1,3.74475E-7,7.02000E-3
7.07950E+1,3.81521E-7,7.01230E-3
7.07325E+1,3.72965E-7,7.00570E-3
7.06700E+1,3.52832E-7,6.99850E-3
7.06075E+1,3.30685E-7,6.98990E-3
7.05450E+1,3.54845E-7,6.98220E-3
7.04825E+1,3.32699E-7,6.97460E-3
7.04200E+1,3.04009E-7,6.96750E-3
7.03575E+1,2.94949E-7,6.96010E-3
7.02950E+1,2.88909E-7,6.95230E-3
7.02325E+1,2.94949E-7,6.94480E-3
7.01700E+1,3.01996E-7,6.93550E-3
7.01075E+1,2.79346E-7,6.92800E-3
